compartment_id,detector_id,detector_rule_id,id,labels0,lifecycle_detail,lifecycle_state,locks,region,resource_id,resource_name,resource_type,risk_level,risk_score,target_id,time_first_detected,time_last_detected,comment,description,recommendation
ocid1.compartment.oc1..aaaaaaaa5aw6zibt4pcsxvjlnow3auyylklzbpvlwwfxjetyux7ujmuqljaa;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqnbsw32ldwionbxy7ulm43zl3qnu57ahzegq3ascq22sq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrffblnjzocbmibd7xtm6o5jjs7ks75dqaudgpacrud2vn7ojsbpgq;TEC-SCA-PRO-SDB-O11-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-08-08 06:06:12.018000+00:00;2025-09-16 18:12:13.671000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaaleuxcieeluii4jlcl3pepcmrmxbb3hdalt5m2rpfvxzwwvrjlzga;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqonvwj4ijks4vrl4ostri7phfagczlbnrrtgsrvttglhq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrcrf7m4msewknqgjcsjgva7brfj3fizhg3yvcwwnuais2zk5ejxpq;TEC-SCA-DES-VMA-O11-009-vnic;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-08-01 16:56:01.772000+00:00;2025-09-16 18:00:42.596000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaaleuxcieeluii4jlcl3pepcmrmxbb3hdalt5m2rpfvxzwwvrjlzga;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqq5dkiene6sy462mki56gxiuoh2sj4scyjz6fgb5wx2ia;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrmaw2dwt27ppjdzxrjvzzoxdq43yyt4qteghtwwg36jdngqjybxcq;TEC-SCA-DES-VMA-O11-006;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-05 00:53:56.240000+00:00;2025-09-16 17:41:27.971000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaaht7hzjqy4yohud65nxohksteairjojiqk34ieplfenfg2sdbp4xq;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqq2u63t6avg72dma4qcfs4bxcwzxyscb2gkx6gq3bjssa;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrsq375ryrvgucrmm3ddluwl7po6wfjrwqywnzvotnfidoxglerzkq;TEC-CSE-CAL-VMA-O11-007;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-08-07 22:37:12.685000+00:00;2025-09-16 17:47:27.616000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaafblytq37uuianopeh4tw4qzua2ydceug7dlc2cf3tcbeekamfymq;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqacrnyfezrhdkkqjx7icno3gntrbgvy6tvt3nroly5deq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrnp2dmnmntjghtihnc32zjne6ly7slckxdixqpurnfzuil5nmz7ea;com-qda-pro-sdb-o11-002;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-31 18:58:58.357000+00:00;2025-09-16 18:16:51.219000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaafblytq37uuianopeh4tw4qzua2ydceug7dlc2cf3tcbeekamfymq;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqvjy6ufgipp5ejjrkcuf2nwygxqvpc6y36gc6qu5xkf6q;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrzicsvfatppe5i6rzizr2yt7bgjfqrcr3gxb5qebsrgnewbjnk3mq;com-qda-pro-vma-o11-003;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-31 18:53:08.188000+00:00;2025-09-16 18:26:28.992000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaafblytq37uuianopeh4tw4qzua2ydceug7dlc2cf3tcbeekamfymq;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqnasbwnv6jiuu34rmuirxu6u7s53syqkfvlywwm5vu4lq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrphgq5wox3b7txvglpzawkq62dkntksfwy7pimc2medmipqm5nvnq;com-qda-pro-vma-o11-002;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-31 13:44:37.577000+00:00;2025-09-16 18:14:28.905000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa5aw6zibt4pcsxvjlnow3auyylklzbpvlwwfxjetyux7ujmuqljaa;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqrfjl6isdwes76jla4fczsj7go3j6q3xoie5ceflrkooa;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljr2vwdmebcwbdeq3z7k75htn7edia5ybjmsthiq6ksodtiq5cxfwua;TEC-SCA-PRO-VMA-O11-004;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-08-15 21:44:37.907000+00:00;2025-09-16 18:13:22.083000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2s7bo2ktt73osenjzsab2uwrk72qj6lmwcr26ncbqquva5xbfl5q;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcq5gtqbvkhahkka2ukhbo2kztieeiwi3mwsqb6npmiprha;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrfm63bhebwkmqzcwrqkksx5q4dvhlmrbhultn5qope4qsz7lqbqwa;TEC-SCA-CAL-VMA-O11-005;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-05 01:07:03.220000+00:00;2025-09-16 17:54:00.224000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2xfzrtyur7o3eesjtw3r2rrq5hjn7kdasiyxztkjf6x4h5h6skya;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqr76mnoh5wmsdl2sn6j57sbznff3ywmdohjuarauyejxq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrnkhjbst22npeckmiqyfjxlw3xylbftnehczgyczv2r3pdz2udqta;GOB-BBT-PRO-VMA-OCI1-007;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-22 23:17:03.090000+00:00;2025-09-16 17:33:35.036000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaaleuxcieeluii4jlcl3pepcmrmxbb3hdalt5m2rpfvxzwwvrjlzga;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqymlcrmfm5cpuldcy4xgjf3sp4gai2ty32z56eebylnra;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljr7xswg7iji7x2tydsqbwucxg3rhrq5234emhhug45yfegf4ufscya;TEC-SCA-DES-VMA-O11-008;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-08-01 14:45:58.686000+00:00;2025-09-16 17:56:38.217000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa5aw6zibt4pcsxvjlnow3auyylklzbpvlwwfxjetyux7ujmuqljaa;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqrkzffohzq52vhfqco6xwm22jg26afjb2spjoenitnr5q;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrkcxy53buqzkgtrmhg2u3m25udnzaeuqbxphdvmn6sfmwcaqavecq;TEC-SCA-PRO-SDB-O11-002;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-08-01 12:40:52.208000+00:00;2025-09-16 18:11:23.617000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa5mcbqhf5rsb425ciyygsze76ukejy7e5c4nsxcsk5yacvsfr7wnq;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqqp6n4lr7rhz3yx6zbvdbla5nx3bskkiv3mfyv4masqza;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrnbohse7x7n3uxomvatbodvr7dd7k3fvdtk3uyk6rmgs2ohzlh4iq;STF-SUP-PRO-VMA-O11-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-23 10:20:25.069000+00:00;2025-09-16 18:53:58.104000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2372qlislhbq3c6nmrzpoeeytfru7zcnftbdmmhrdpyedvimfgza;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqo77k6ucvuz44mu4dvnm7wpkizzv4r6cany57qp253tfa;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrzudpp65553d5xstbdrsn7oksn3wqai67id6fndxxuuptx2bgitxa;com-apw-pro-vma-011-004;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-25 15:29:21.099000+00:00;2025-09-16 18:03:37.837000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2372qlislhbq3c6nmrzpoeeytfru7zcnftbdmmhrdpyedvimfgza;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqtxb5wf2rq4345p4snvs5f4haxgc4txzgbvlbk4yc47bq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljr6wo5rqkqgst26vhafvzbi4i45l6gp3iuqk24wcuxkfxwfmttdthq;com-apw-pro-vma-011-002;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-25 15:20:05.072000+00:00;2025-09-16 18:00:07.936000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2372qlislhbq3c6nmrzpoeeytfru7zcnftbdmmhrdpyedvimfgza;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqyiapyxigpwqow3fsbvxdrx5ypdhvwtib2bueznq5mhga;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrwcczuzhzj3a67sxqleidp7mon76e3p6sxukjfx5zem5d4l3vhupq;com-apw-pro-vma-011-003;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-25 15:23:32.932000+00:00;2025-09-16 17:41:07.981000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2372qlislhbq3c6nmrzpoeeytfru7zcnftbdmmhrdpyedvimfgza;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqlvskfnagssrtnkr4qerjn3ovcj7ec2yz3ufv2nwgdatq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrtrcwv4m63dltawcfjv7isrnfdznxlq763krcya42n2mzb73rnnaa;com-apw-pro-vma-011-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-25 15:12:23.187000+00:00;2025-09-16 17:38:01.522000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2372qlislhbq3c6nmrzpoeeytfru7zcnftbdmmhrdpyedvimfgza;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqrfulznzjy2ncscpovghcruvtvyd5hurs56ipvp4nezeq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrddvu2toir5f7azvuusobqyv5oliqkzl2lsjbwrxlylkuottdmnta;com-apw-pro-sdb-011-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-25 15:04:05.161000+00:00;2025-09-16 17:57:08.231000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2xfzrtyur7o3eesjtw3r2rrq5hjn7kdasiyxztkjf6x4h5h6skya;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqxw4lulzbczhzgaxa3agqnaibcwhlvehxyrqsiy7fw5ua;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljruqojrfofwshkgx2duf2hz4ejcrxh4noqtlavn4eec5myryp6akea;GOB-BBT-PRO-VMA-OCI1-006;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-22 23:17:05.662000+00:00;2025-09-16 18:16:58.367000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2xfzrtyur7o3eesjtw3r2rrq5hjn7kdasiyxztkjf6x4h5h6skya;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcq2bvzjz57ymhubkli352eerjgkuall24cdnqctiibsy2a;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrbsopnrzyrfonfmgm5uu3kp4xrywg73jaxuccmd23ysufzo6y326a;GOB-BBT-PRO-VMA-OCI1-004;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-22 23:17:09.056000+00:00;2025-09-16 18:18:26.499000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2xfzrtyur7o3eesjtw3r2rrq5hjn7kdasiyxztkjf6x4h5h6skya;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqk3xykmsslcqjh6dmrrjuxgceemgbwcaghzvw5ihdqoqq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrjaa4jcpqnkfousixdme24wmqj2777btrpzq6tanuz6r3r73uvpda;GOB-BBT-PRO-VMA-OCI1-008;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-22 23:17:00.620000+00:00;2025-09-16 18:09:50.162000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaafblytq37uuianopeh4tw4qzua2ydceug7dlc2cf3tcbeekamfymq;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqcv55y2tnlfj4jpvc5fu5wok45isna2nas4z7badnlbiq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrjawfa7g2xbuqdiuoh5ugmyezebualo2vqmnzlrtw4d7fflzaed6q;com-qda-pro-vma-o11-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-31 13:40:50.419000+00:00;2025-09-16 18:14:42.395000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaaco3oy3j3c7bzrcxrrujg7guknw7dvpl57ayfvaef7zthbots5usq;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqg3i37i7omu2kmm7mpozagfvvaz2mx5hgln4k54tuikma;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrtfzxt6bk6656lkycwya3qysj7knh66qojrwpooi3mfpagsh2exdq;COM-APW-CAL-VMA-O11-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-05 04:09:35.844000+00:00;2025-09-16 17:48:09.847000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
